번호,지역1(시도),지역2(시군구),업종,호텔명(등록명칭),관광사업자명(법인명 or 개인명),영업상태(19.12.31기준),주소(도로명주소)
1873,제주특별자치도,서귀포시,호스텔,풍경호스텔,정혜진,영업중,서귀포시 남성로 117(서홍동 754-3)
1874,제주특별자치도,서귀포시,호스텔,천지연크리스탈호텔, 오성인베스트먼트 ㈜,영업중,서귀포시 천지연로 39(서귀동 650-1)
1875,제주특별자치도,서귀포시,호스텔,T아일랜드호스텔,이혜숙,영업중,서귀포시 막숙포로 100(법환동 1452)
1876,제주특별자치도,서귀포시,호스텔,칠십리호텔,윤성철,영업중,서귀포시 태평로353번길 22-3(서귀동 432-3)
1877,제주특별자치도,서귀포시,호스텔,호텔 스테이인터뷰 제주,김미은,영업중,서귀포시 중문관광로 288(대포동 1695)
1878,제주특별자치도,서귀포시,호스텔,까사 데 비발디,㈜까사데비발디,영업중,서귀포시 안덕면 향교로 214(사계리 3318-1)
1879,제주특별자치도,서귀포시,호스텔,제주브릭스,"김재윤, 김진환",영업중,서귀포시 태평로 121(호근동 479-4)
1880,제주특별자치도,서귀포시,호스텔,돈내코 리조트,"김민환, 김민혜",영업중,서귀포시 돈내코로 178(상효동 2205-3)
1881,제주특별자치도,서귀포시,호스텔,호텔 버지니아,"이상용, 이하경",영업중,서귀포시 중정로61번길 31(서귀동)
1882,제주특별자치도,서귀포시,호스텔,피노호텔,"이성언, 정미희",영업중,서귀포시 천지연로29번길 5(서귀동 697-1)
1883,제주특별자치도,서귀포시,호스텔,서현호스텔,강계자,영업중,서귀포시 천지로 15(서귀동 310-10)
1884,제주특별자치도,서귀포시,호스텔,아띠랑스,"강문석, 강정협",영업중,서귀포시 성산읍 해맞이해안로 2614(시흥리 10)
1885,제주특별자치도,서귀포시,호스텔,마루호스텔,원필숙,영업중,서귀포시 안덕면 평화로 486(덕수리 1513-1)
1886,제주특별자치도,서귀포시,호스텔,이아호텔,황경석,영업중,서귀포시 중정로36(서귀동 313-3)
1887,제주특별자치도,서귀포시,호스텔,한옥호텔 한라궁,㈜ 배곧,영업중,서귀포시 칠십리로 243(토평동 581-11 외 1필지)
1888,제주특별자치도,서귀포시,호스텔,런호텔,홍승남,영업중,서귀포시 태평로431번길 20(서귀동 411-1) 
1889,제주특별자치도,서귀포시,호스텔,HOTEL 이디,송순애,영업중,서귀포시 남원읍 태위로690-3(남원읍 남원리 98-10) 
1890,제주특별자치도,서귀포시,호스텔,빅썸 호스텔,장희정,영업중,서귀포시 남원읍 태위로984-7(남원읍 태흥리 373) 
1891,제주특별자치도,서귀포시,호스텔,올레휴,이 춘 석,영업중,서귀포시 천지로 13(서귀동)
1892,제주특별자치도,서귀포시,호스텔,부띠끄스테이 스놉,윤대현,영업중,서귀포시 예래해안로 17(하예동 1795-1)
1893,제주특별자치도,서귀포시,호스텔,취다선리조트,안희정,영업중,서귀포시 성산읍 해맞이해안로 2688
1894,제주특별자치도,서귀포시,호스텔,호텔 서귀피안,비앤리월드 주식회사,영업중,서귀포시 보목로64번길 178
1895,제주특별자치도,서귀포시,호스텔,호텔 미니,㈜호텔미니,휴업중 ,서귀포시 이어도로 152
1896,제주특별자치도,서귀포시,호스텔,더 그랜드 섬오름,주식회사 디에스디엘,영업중,서귀포시 막숙포로 118(법환동)
1897,제주특별자치도,서귀포시,소형호텔,모슬포1호텔 ,김광선,영업중,서귀포시 대정읍 최남단해안로30번길 11(하모리 2129-1)
1898,제주특별자치도,서귀포시,소형호텔,모슬포2호텔,이동주,영업중,서귀포시 대정읍 최남단해안로30번길 13(하모리 2129-2)
1899,제주특별자치도,서귀포시,소형호텔,모슬포3호텔,김남형,영업중,서귀포시 대정읍 최남단해안로30번길 15(하모리 2129-3)
1900,제주특별자치도,서귀포시,소형호텔,HOTEL 52,강만순,영업중,서귀포시 대정읍 신영로36번길 35(하모리 1089-23)
1901,제주특별자치도,서귀포시,콘도미니엄,㈜이랜드파크 한국콘도 제주중문,㈜이랜드파크,휴업중,서귀포시 중문관광로72번길 29-29(색달동 2822-5)
1902,제주특별자치도,서귀포시,콘도미니엄,켄싱턴리조트 서귀포점,㈜이랜드파크,영업중,서귀포시 이어도로 684(강정동 2677)
1903,제주특별자치도,서귀포시,콘도미니엄,씨제이대한통운㈜  나인브릿지콘도미니엄,씨제이대한통운㈜,영업중,서귀포시 안덕면 광평로 34-156(광평리 산15-1)
1904,제주특별자치도,서귀포시,콘도미니엄,(주)레이크힐스리조트 제주,"(주)레이크힐스
 리조트",영업중,서귀포시 존제로 24(상예동 4611)
1905,제주특별자치도,서귀포시,콘도미니엄,금호리조트(주) 제주,금호리조트㈜,영업중,서귀포시 남원읍 태위로 522-12(남원리 2384-1)
1906,제주특별자치도,서귀포시,콘도미니엄,대명 샤인빌리조트,㈜대명레저제주,영업중,서귀포시 표선면 일주동로 6347-17(토산리 17)
1907,제주특별자치도,서귀포시,콘도미니엄,해비치리조트,해비치호텔앤드리조트㈜,영업중,서귀포시 표선면 민속해안로 537(표선리 40-69) 
1908,제주특별자치도,서귀포시,콘도미니엄,"(주)캐슬렉스제주
콘도미니엄",㈜캐슬렉스제주,영업중,서귀포시 안덕면 평화로 1241(광평리 352-1)
1909,제주특별자치도,서귀포시,콘도미니엄,대명 샤인빌리조트 2차,㈜대명레저제주,영업중,서귀포시 표선면 일주동로 6347-17(토산리 16)
1910,제주특별자치도,서귀포시,콘도미니엄,"사이프러스 골프&리조트 
콘도미니엄",남영산업㈜,영업중,서귀포시 표선면 번영로 2300(성읍리 3237-20)
1911,제주특별자치도,서귀포시,콘도미니엄,휘닉스 제주 섭지코지,휘닉스중앙제주 주식회사,영업중,서귀포시 성산읍 섭지코지로 107(고성리 127-2)
1912,제주특별자치도,서귀포시,콘도미니엄,신성리조트,주식회사 신성리조트,영업중,서귀포시 이어도로 989  (법환동 87-1)
1913,제주특별자치도,서귀포시,콘도미니엄,서귀포월드컵리조트,㈜폴에이리조트,영업중,서귀포시 월드컵로45번길 40  (법환동 978외 3필지) 
1914,제주특별자치도,서귀포시,콘도미니엄,(주)호텔롯데 롯데리조트제주,(주)호텔롯데,영업중,서귀포시 색달중앙로252번길 124(색달동 301)
1915,제주특별자치도,서귀포시,콘도미니엄,스프링데일 골프&리조트,㈜동국개발,영업중,서귀포시 남원읍 서성로 459-1(위미리 4626)
1916,제주특별자치도,서귀포시,콘도미니엄,베이힐 풀 앤 빌라,(주)베이힐,영업중,서귀포시 예래로 424(하예동 1888)
1917,제주특별자치도,서귀포시,콘도미니엄,제주녹지리조트1,녹지한국투자개발(유),영업중,"서귀포시 동홍동 2045, 2029-3, 2053-1, 2054, 2055-1, 2056-2, 2056-3"
1918,제주특별자치도,서귀포시,콘도미니엄,우리들리조트 아트텔,㈜우리들리조트제주,영업중,서귀포시 산록남로 2917 (상효동 1570-2)
1919,제주특별자치도,서귀포시,콘도미니엄,루체빌리조트,㈜휘찬,영업중,"서귀포시 안덕면 산록남로 786(상천리 산77-2, 산78-1)"
1920,제주특별자치도,서귀포시,콘도미니엄,제주녹지리조트2,녹지한국투자개발(유),영업중,"서귀포시 동홍동 2051, 2029-1, 2029-2, 2048-1, 2049-2, 2050-1, 2122-1"
1921,제주특별자치도,서귀포시,콘도미니엄,벨룸리조트,㈜닥터투어제주,영업중,서귀포시 516로277번길 45(토평동)
1922,제주특별자치도,서귀포시,콘도미니엄,오션스타 콘도미니엄,오삼코리아㈜,영업중,서귀포시 성산읍 섭지코지로 169 
1923,제주특별자치도,서귀포시,콘도미니엄,디 아넥스 콘도미니엄,에스케이핀크스㈜,영업중,서귀포시 안덕면 산록남로 762번길 71(상천리 380-7)
1924,제주특별자치도,서귀포시,콘도미니엄,제주부영리조트,㈜부영주택,영업중,서귀포시 중문관광로 216(중문동 2700-3)
1925,제주특별자치도,서귀포시,콘도미니엄,테디벨리리조트 콘도미니엄,차이나테디㈜,영업중,서귀포시 안덕면 서광동로34번길 204(서광리 2513)
1926,제주특별자치도,서귀포시,콘도미니엄,백통신원리조트,백통신원㈜,영업중,서귀포시 남원읍 서성로 427(위미리 4627)
1927,제주특별자치도,서귀포시,콘도미니엄,덴앤델리조트,삼매봉개발㈜,영업중,서귀포시 태평로 156 (호근동 2160)
1928,제주특별자치도,서귀포시,콘도미니엄,중문훼미리 콘도미니엄,김광욱,영업중,서귀포시 소보리당로164번길 83(상예동 2729-1)
1929,제주특별자치도,서귀포시,콘도미니엄,제주신화빌라스,람정제주개발㈜,영업중,서귀포시 안덕면 신화역사로304번길 139(서광리 2518)
1930,제주특별자치도,서귀포시,콘도미니엄,더큐브리조트제주,녹지제주헬스케어타운(유),영업중,서귀포시 토평동 산30-13 외 8필지
1931,제주특별자치도,서귀포시,콘도미니엄,ES제주리조트,(주)이에스리조트클럽,영업중,서귀포시 1100로 501(하원동)
1932,제주특별자치도,서귀포시,콘도미니엄,씨사이드아덴,㈜호영개발,영업중,서귀포시 중문관광로 124
1933,전남,목포시,관광호텔,신안비치호텔,우경선,영업중,전남 목포시 해안로 2(죽교동)
1934,전남,목포시,관광호텔,㈜샹그리아비치호텔,조길현,영업중,전남 목포시 평화로79(상동)
1935,전남,목포시,관광호텔,㈜폰타나비치관광호텔,박은석,영업중,전남 목포시 평화로 69(상동)
1936,전남,목포시,관광호텔,호텔몬다비,윤영문,영업중,전남 목포시 수강로4번길 33(축복동2가)
1937,전남,목포시,관광호텔,비즈니스호텔가빈,황인석,영업중,전남 목포시 북항141(죽교동)
1938,전남,목포시,가족호텔,목포가족관광호텔,강혜옥,영업중,전남 목포시 호남로64번길 28(대안동)
1939,전남,목포시,가족호텔,유토피아가족호텔,이정숙,영업중,전남 목포시 평화로 65-9(상동)
1940,전남,목포시,호스텔,JJBRO호스텔,박종문,영업중,전남 목포시 해안로279번길 10(동명동)
1941,전남,목포시,호스텔,이코노미호스텔,김덕순,영업중,전남 목포시 옥암로54번길 35(옥암동)
1942,전남,목포시,호스텔,호텔 유달호스텔,양송자,영업중,전남 목포시 용당로216번길 22(용당동)
1943,전남,여수시,관광호텔,호텔마띠유여수,지분순,영업중,전남 여수시 오동도로 20 (공화동)
1944,전남,여수시,관광호텔,샹보르관광호텔,강윤기,영업중,전남 여수시 공화남2길 20 (공화동)
1945,전남,여수시,관광호텔,비앤비치관광호텔,유송빈외1,영업중,전남 여수시 시청서6길 25 (학동)
1946,전남,여수시,관광호텔,나르샤관광호텔,방남석외1,영업중,전남 여수시 시청서6길 3 (학동)
1947,전남,여수시,관광호텔,H·S관광호텔,이영범외1,영업중,"전남 여수시 오동도로 74 (수정동,외6필지(1,3~10층))"
1948,전남,여수시,관광호텔,디오션리조트호텔,신달순,영업중,전남 여수시 소호로 295 (소호동)
1949,전남,여수시,관광호텔,소노캄 여수,최주영,영업중,"전남 여수시 오동도로 111, 1~25층 (수정동)"
1950,전남,여수시,관광호텔,히든베이호텔,김재호,영업중,전남 여수시 신월로 496-25 (신월동)
1951,전남,여수시,관광호텔,거문도섬호텔,신달순,영업중,전남 여수시 삼산면 거문도등대길 54
1952,전남,여수시,관광호텔,유캐슬호텔,김영권,영업중,전남 여수시 소라면 안심산길 155
1953,전남,여수시,관광호텔,베니키아호텔여수,이귀주,영업중,전남 여수시 시청서6길 19 (학동)
1954,전남,여수시,관광호텔,여수와이오션관광호텔,한연수,영업중,전남 여수시 망양로 20 (덕충동)
1955,전남,여수시,관광호텔,오동도호텔,김덕진,영업중,전남 여수시 오동도로 102 (수정동)
1956,전남,여수시,관광호텔,(주)여수관광레저(호텔더시티),김영한외 1,영업중,전남 여수시 좌수영로 641 (둔덕동)
1957,전남,여수시,관광호텔,호텔 더원,김길호,영업중,전남 여수시 국포1로 6 (국동)
1958,전남,여수시,관광호텔,더 엘 관광호텔(THE L HOTEL),이재현,영업중,전남 여수시 이순신광장로 135 (중앙동)
1959,전남,여수시,관광호텔,호텔 JCS 여수,전충수,영업중,전남 여수시 돌산읍 돌산로 3169-14
1960,전남,여수시,관광호텔,벨메르 바이 한화호텔앤드리조트,문석,영업중,전남 여수시 웅천남4로 17(웅천동)
1961,전남,여수시,관광호텔,한옥호텔 오동재,김은우,영업중,전남 여수시 박람회길 99 (덕충동)
1962,전남,여수시,호스텔,굴전여가캠핑장,김지훈,영업중,전남 여수시 돌산읍 돌산로 3017-15
1963,전남,여수시,호스텔,여수엑스포 1#,손선희,영업중,전남 여수시 돌산읍 강남8길 35-7
1964,전남,여수시,호스텔,더블루 호텔,임대식,영업중,전남 여수시 돌산읍 우두1길 12-10
1965,전남,여수시,호스텔,뜰펜션,빅정근,영업중,전남 여수시 망양로 244 (만흥동)
1966,전남,여수시,호스텔,블랭크 펜션,안을엽,영업중,전남 여수시 망양로 351 (만흥동)
1967,전남,여수시,호스텔,하루쉼표,박창수,영업중,전남 여수시 망양로 46 (덕충동)
1968,전남,여수시,호스텔,백패커스인여수타이니,강병욱,영업중,전남 여수시 공화남2길 11-1 (공화동)
1969,전남,여수시,호스텔,엑스포펜션호스텔,김성환외1,영업중,전남 여수시 돌산읍 돌산로 3394
1970,전남,여수시,호스텔,메리엘펜션,최미연,영업중,전남 여수시 만성리길 62 (만흥동)
1971,전남,여수시,호스텔,스테이 여수에서,서원경,영업중,전남 여수시 종고산길 6 (덕충동)
1972,전남,여수시,호스텔,쥬얼리 호스텔,김은옥,영업중,전남 여수시 돌산읍 돌산로 3090
1973,전남,여수시,호스텔,스카이펜션,김향숙,영업중,전남 여수시 화양면 옥천로 1065-5
1974,전남,여수시,호스텔,해들채,정태훈,영업중,전남 여수시 망양로 38 (덕충동)
1975,전남,여수시,호스텔,여수엔,김종남,영업중,전남 여수시 망양로 40 (덕충동)
1976,전남,여수시,호스텔,더 뷰,정병식,영업중,전남 여수시 돌산읍 무술목길 80
1977,전남,여수시,호스텔,자연담은,최정희,영업중,전남 여수시 돌산읍 돌산로 3086
1978,전남,여수시,호스텔,노블관광호스텔,손태옥,영업중,전남 여수시 돌산읍 강남해안로 93
1979,전남,여수시,호스텔,해양호스텔,최용원,영업중,전남 여수시 망양로 552 (오천동)
1980,전남,여수시,호스텔,휴앤고 게스트하우스,고경숙,영업중,전남 여수시 동문로 94 (공화동)
1981,전남,여수시,호스텔,지인호스텔&게스트하우스,김기홍,영업중,전남 여수시 돌산읍 강남2길 42-2
1982,전남,여수시,호스텔,만성로 272 호스텔,박철운,영업중,전남 여수시 만성로 272 (만흥동)
1983,전남,여수시,호스텔,장군도 호스텔,곽휴정,영업중,전남 여수시 돌산읍 진두해안길 9
1984,전남,여수시,호스텔,용비치 관광호스텔,정용현,영업중,전남 여수시 돌산읍 진두해안길 76
1985,전남,여수시,호스텔,1004호스텔,박치온,영업중,전남 여수시 동문로 57 (관문동)
1986,전남,여수시,호스텔,굿타임호스텔,김춘례,영업중,전남 여수시 돌산읍 안굴전길 115
1987,전남,여수시,호스텔,백패커스인여수호스텔,강경윤,영업중,전남 여수시 공화남2길 14-1 (공화동)
1988,전남,여수시,호스텔,빅오쇼 게스트하우스,배수진,영업중,전남 여수시 공화북5길 8 (공화동)
1989,전남,여수시,호스텔,HIGH-CLASS 153 호스텔,서복희,영업중,전남 여수시 돌산읍 무술목길 116
1990,전남,여수시,호스텔,라테라스 코브 스위트,이봉현,영업중,전남 여수시 돌산읍 진모1길 29-12
1991,전남,여수시,호스텔,여수밤바다 힐링파크 호스텔,박양자,영업중,전남 여수시 돌산읍 진모1길 29-40
1992,전남,여수시,호스텔,온다도로 호스텔,전윤정,영업중,전남 여수시 소호1길 44 (소호동)
1993,전남,여수시,호스텔,핀란드의아침,박정현,영업중,전남 여수시 돌산읍 무술목길 59
1994,전남,여수시,호스텔,SEASTAR 호스텔,정금옥,영업중,전남 여수시 소호1길 40 (소호동)
1995,전남,여수시,호스텔,HIGH-CLASS(하이클레스),이선호,영업중,전남 여수시 돌산읍 무술목길 118
1996,전남,여수시,호스텔,지뜨 호스텔,김귀룡,영업중,전남 여수시 여수시민로 1 (종화동)
1997,전남,여수시,호스텔,산토리니 호스텔,전택근,영업중,전남 여수시 소라면 서부로 875
1998,전남,여수시,호스텔,아리아 호스텔,김봉주외1,영업중,전남 여수시 망양로 185 (만흥동)
1999,전남,여수시,호스텔,낭만밤바다 호스텔,황미운외1,영업중,전남 여수시 이순신광장로 159 (중앙동)
2000,전남,여수시,호스텔,도도27 호스텔,정경진,영업중,전남 여수시 종고산길 27 (덕충동)
2001,전남,여수시,호스텔,더 여수호스텔,류성선,영업중,전남 여수시 하멜로 57 (종화동)
2002,전남,여수시,호스텔,스페이스 호스텔,박종례,영업중,전남 여수시 성산1길 31 (화장동)
2003,전남,여수시,호스텔,더설렘,조성우,영업중,전남 여수시 화양면 옥천로 1054
2004,전남,여수시,호스텔,설렘,조성우,영업중,전남 여수시 화양면 옥천로 1058
2005,전남,여수시,호스텔,소호 호스텔,정영진,영업중,전남 여수시 소호관기로 92 (소호동)
2006,전남,여수시,호스텔,오션독채 호스텔,심미라,영업중,전남 여수시 소호관기로 90 (소호동)
2007,전남,여수시,호스텔,큐브 호스텔,김영,영업중,전남 여수시 돌산읍 진두해안길 101
2008,전남,여수시,호스텔,썬비치타운 호스텔,조임감외1,영업중,전남 여수시 이순신광장로 165 (중앙동)
2009,전남,여수시,호스텔,호스텔 폴로니아,김용민외1,영업중,전남 여수시 동문로 139 (공화동)
2010,전남,여수시,호스텔,아라&마루 호스텔,문영진,영업중,전남 여수시 봉산2로 31-1 (봉산동)
2011,전남,여수시,호스텔,파라다이스 스파 호스텔,김선숙,영업중,전남 여수시 오동도로 66 (수정동)
2012,전남,여수시,호스텔,MJ호스텔,문종호,영업중,전남 여수시 오동도로 86 (수정동)
2013,전남,여수시,호스텔,길 호스텔,김현우,영업중,전남 여수시 동문로 2-2 (중앙동)
2014,전남,여수시,호스텔,아모르 호스텔,김희례,영업중,전남 여수시 이순신광장로 191 (종화동)
2015,전남,여수시,호스텔,e좋은 호스텔,황승호,영업중,전남 여수시 좌수영로 257 (오림동)
2016,전남,여수시,호스텔,여수드림 호스텔,박미나,영업중,전남 여수시 돌산읍 진모1길 29-36
2017,전남,여수시,호스텔,여수바다정원 호스텔,김원채,영업중,전남 여수시 돌산읍 우두3길 102
2018,전남,여수시,호스텔,더끌림 호스텔,최성미,영업중,전남 여수시 돌산읍 돌산로 3088
2019,전남,여수시,호스텔,카프아일랜드 호스텔,권후중,영업중,전남 여수시 망양로 192 (만흥동)
2020,전남,여수시,호스텔,거북선 호스텔,손승호,영업중,전남 여수시 봉산남2길 23-12 (봉산동)
2021,전남,여수시,호스텔,가토 호스텔,서연진,영업중,전남 여수시 관문서6길 2 (관문동)
2022,전남,여수시,호스텔,해든뷰 호스텔,오효례,영업중,전남 여수시 외밭넘2길 10 (덕충동)
2023,전남,여수시,호스텔,모랑지 호스텔,권동선,영업중,전남 여수시 오천3길 10-1 (오천동)
2024,전남,여수시,호스텔,여수숙박 호스텔,한선자,영업중,전남 여수시 무선6길 43-12 (선원동)
2025,전남,여수시,호스텔,꽃뜰 호스텔,최진영외1,영업중,전남 여수시 이순신광장로 195 (종화동)
2026,전남,여수시,호스텔,여수펜션 호스텔,최은주,영업중,전남 여수시 엑스포대로 357 (덕충동)
2027,전남,여수시,호스텔,라테라스빌라 호스텔,이국현,영업중,전남 여수시 돌산읍 진모1길 29-14
2028,전남,여수시,호스텔,기차와 바다 호스텔,김양숙,영업중,전남 여수시 동문로 147-1 (공화동)
2029,전남,여수시,호스텔,캐나다 썬셋 빌리지 호스텔,성행진,휴업중,전남 여수시 소라면 서부로 968
2030,전남,여수시,호스텔,바다의 언덕 호스텔,김소정,영업중,전남 여수시 이순신광장로 135-1 (중앙동)
2031,전남,여수시,호스텔,라포즈 호스텔,유하수외1,영업중,전남 여수시 돌산읍 돌산로 3169-26
2032,전남,여수시,호스텔,더 스테이 호스텔,문경일,영업중,전남 여수시 봉산남4길 23-2 (봉산동)
2033,전남,여수시,호스텔,(주)리움,곽영아,영업중,전남 여수시 돌산읍 진두해안길 72
2034,전남,여수시,호스텔,폴라리스 호스텔,정은희,영업중,전남 여수시 돌산읍 돌산로 3100
2035,전남,여수시,호스텔,라메르 호스텔,김기홍,영업중,전남 여수시 돌산읍 무술목길 83
2036,전남,여수시,호스텔,쉼 호스텔,주정은,영업중,전남 여수시 소호6길 7-9 (소호동)
2037,전남,여수시,호스텔,여수 낭만 153,박효승,영업중,전남 여수시 이순신광장로 202 (종화동)
2038,전남,여수시,호스텔,성심 호스텔,전학분,영업중,전남 여수시 돌산읍 강남7길 24-1
2039,전남,여수시,호스텔,여수 썬힐 펜션,이종봉외1,영업중,전남 여수시 돌산읍 신추길 22
2040,전남,여수시,호스텔,여수비치리조트,강자,영업중,전남 여수시 돌산읍 돌산로 3169-27
2041,전남,여수시,호스텔,낭만 in 호스텔,장대익,영업중,전남 여수시 동문로 110 (공화동)
2042,전남,여수시,호스텔,해동빌,서용석,영업중,"전남 여수시 동문로 151 (공화동, 카모메여수점)"
2043,전남,여수시,호스텔,플로라 호스텔,유봉길,영업중,전남 여수시 만성로 368 (만흥동)
2044,전남,여수시,호스텔,호스텔 소라노을,김정철,영업중,전남 여수시 소라면 궁항길 37-5
2045,전남,여수시,호스텔,K-PARK,김선화,영업중,전남 여수시 돌산읍 돌산로 3108
2046,전남,여수시,호스텔,여수 밤바다,박양자,영업중,전남 여수시 돌산읍 계동로 392-1
2047,전남,여수시,호스텔,K그랜드 호스텔,이신재,영업중,전남 여수시 중앙로 30 (교동)
2048,전남,여수시,호스텔,노을담은 호스텔,손태옥,영업중,전남 여수시 돌산읍 돌산로 3169-28
2049,전남,여수시,호스텔,테디베어스,김덕영,영업중,전남 여수시 동문로 18 (고소동)
2050,전남,여수시,호스텔,동백호스텔,김숙자,영업중,전남 여수시 봉산남2길 15 (봉산동)
2051,전남,여수시,호스텔,모리아,윤숙영,영업중,전남 여수시 화양면 옥천로 1063-2
2052,전남,여수시,호스텔,오이다(oida),오성일,영업중,"전남 여수시 동문로 2-1, 3층 (중앙동)"
2053,전남,여수시,호스텔,글로리아 호스텔,김영주,영업중,전남 여수시 화양면 옥천로 1063-1
2054,전남,여수시,호스텔,르그랑블루,이유정,영업중,전남 여수시 돌산읍 무술목길 34
2055,전남,여수시,호스텔,포유,김영애,영업중,전남 여수시 오동도로 46 (수정동)
2056,전남,여수시,호스텔,꿀잠호텔,서순호,영업중,전남 여수시 공화남2길 12 (공화동)
2057,전남,여수시,호스텔,비고리조트 1,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-19
2058,전남,여수시,호스텔,비고리조트 2,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-18
2059,전남,여수시,호스텔,비고리조트 3,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-17
2060,전남,여수시,호스텔,비고리조트 4,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-16
2061,전남,여수시,호스텔,비고리조트 5,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-15
2062,전남,여수시,호스텔,비고리조트 6,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-9
2063,전남,여수시,호스텔,비고리조트 7,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-8
2064,전남,여수시,호스텔,비고리조트 8,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-14
2065,전남,여수시,호스텔,비고리조트 9,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-13
2066,전남,여수시,호스텔,비고리조트 10,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-12
2067,전남,여수시,호스텔,비고리조트 11,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-11
2068,전남,여수시,호스텔,비고리조트 12,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-10
2069,전남,여수시,호스텔,비고리조트 13,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-7
2070,전남,여수시,호스텔,비고리조트 14,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-6
2071,전남,여수시,호스텔,비고리조트 15,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-5
2072,전남,여수시,호스텔,비고리조트 16,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-3
2073,전남,여수시,호스텔,비고리조트 17,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-2
2074,전남,여수시,호스텔,비고리조트 18,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-4
2075,전남,여수시,호스텔,비고리조트 19,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-1
2076,전남,여수시,호스텔,소호물꽃호스텔,김철수,영업중,전남 여수시 소호관기로 88 (소호동)
2077,전남,여수시,호스텔,GRIDA,김대현,영업중,전남 여수시 돌산읍 강남해안로 60
2078,전남,여수시,호스텔,뷰포레,안선희외1,영업중,전남 여수시 돌산읍 백초길 74
2079,전남,여수시,호스텔,비고호스텔,김창주,영업중,전남 여수시 돌산읍 돌산로 3155-20
2080,전남,여수시,호스텔,나폴리,정채주외2,영업중,전남 여수시 돌산읍 진두해안길 68
2081,전남,여수시,호스텔,메종블랑쉐,유은숙,영업중,전남 여수시 돌산읍 무술목길 121
2082,전남,여수시,호스텔,하멜 호스텔,문형래,영업중,전남 여수시 고소3길 92 (종화동)
2083,전남,여수시,호스텔,그랑블루,이형민,영업중,전남 여수시 돌산읍 무술목길 38
2084,전남,여수시,호스텔,카멜리아,오승용,영업중,전남 여수시 동문로 145 (공화동)
2085,전남,여수시,호스텔,모사금,김중걸,영업중,전남 여수시 망양로 543 (오천동)
2086,전남,여수시,호스텔,휴 호스텔,김필자,영업중,전남 여수시 종화1길 13-1 (종화동)
2087,전남,여수시,호스텔,블랙비치,조학성,영업중,전남 여수시 만성로 304 (만흥동)
2088,전남,여수시,호스텔,웰스테이,조경선외3,영업중,전남 여수시 돌산읍 돌산로 3169-21
2089,전남,여수시,호스텔,피라미드 구들 황토방,이희정,영업중,전남 여수시 만성로 263 (만흥동)
2090,전남,여수시,호스텔,다올,이가연,영업중,전남 여수시 돌산읍 강남3길 73-21
2091,전남,여수시,호스텔,아델카페호스텔,오춘이외1,영업중,전남 여수시 돌산읍 진두해안길 38
2092,전남,여수시,호스텔,꽃날,정재홍,영업중,전남 여수시 돌산읍 진모1길 29-35
2093,전남,여수시,호스텔,디아크리조트,김동환,영업중,전남 여수시 돌산읍 돌산로 3169-30
2094,전남,여수시,호스텔,블랑 호텔 앤 리조트,박원,영업중,전남 여수시 대경도4길 14 (경호동)
2095,전남,여수시,호스텔,여수夜호스텔,윤영수,영업중,전남 여수시 하멜로 60 (종화동)
2096,전남,여수시,호스텔,오늘이호스텔,정형균,영업중,"전남 여수시 하멜로 55-3, 중앙출장소 (종화동)"
2097,전남,여수시,호스텔,웨스트 힐스 호스텔 여수,김환식,영업중,전남 여수시 돌산읍 몰둠벙길 22-9
2098,전남,여수시,호스텔,노을드림,신성인,영업중,전남 여수시 화양면 옥천로 1063-13
2099,전남,여수시,호스텔,바다드림,임미선,영업중,전남 여수시 화양면 옥천로 1063-15
2100,전남,여수시,호스텔,멋진 하루,정기열,영업중,전남 여수시 신월로 531 (신월동)
2101,전남,여수시,호스텔,디아크리조트,김화정,영업중,전남 여수시 돌산읍 돌산로 3169-38
2102,전남,여수시,호스텔,KEY WEST,정영주,영업중,전남 여수시 이순신광장로 139 (중앙동)
2103,전남,여수시,호스텔,카펠라 펜션,최명국,영업중,전남 여수시 돌산읍 돌산로 3138
2104,전남,여수시,호스텔,슈가브리움,정해성외1,영업중,전남 여수시 돌산읍 몰둠벙길 58
2105,전남,여수시,호스텔,르 파라디 펜션,김은희,영업중,전남 여수시 망양로 588 (오천동)
2106,전남,여수시,호스텔,하이클래스 클리프,박경진,영업중,전남 여수시 돌산읍 무술목길 114
